dataset,Ek,treeType,Pdisc,NumFolds,Ncentro,MS,SumStra,FinalClassif,Pconf,Pprun,PprunMaxBoxes,Pmerg,Pgrow,PprunDS,Etf,Esim,EuseSameRandomSamples,Eparallel,pctCorrect,pctIncorrect,pctUnclassified,precisionClass0,recallClass0,specificityClass0,accuracyClass0,ROCAUCClass0,classifierBuildTimeMax,classifierBuildTimeAvg,classifierBuildPeakMemUsageMax,classifierBuildPeakMemUsageAvg,classifierClassificationTimeMax,classifierClassificationTimeAvg,classifierClassificationPeakMemUsageMax,classifierClassificationPeakMemUsageAvg,numClasses,numAttributes,numInstances,conflictBoxes,mergedBoxesCount,cubesBuiltMax,cubesBuiltAvg,cubeCountRatioAfterMergingMax,cubeCountRatioAfterMergingAvg,cubeCompressionRatioMax,cubeCompressionRatioAvg,finalCubeCountMax,finalCubeCountAvg,cutBoxesAtBuildTreeMax,cutBoxesAtBuildTreeAvg,treeDepthMax,treeDepthAvg
5,,0,-10,10,,,,,,,,,,,,,,,92.09783631232361,7.902163687676388,0.0,94.10029498525073,96.37462235649546,78.76857749469215,92.47412982126059,0.9298285450381973,116,46.8,2535680,2535644.8,3,2.2,5158648,2799291.2,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,,0,-10,10,,,,,,,,,,,,,,,99.79838709677419,0.20161290322580644,0.0,99.75816203143893,99.87893462469734,99.95680345572354,99.94501466275659,0.9989882020092146,89,84.1,2535680,2535674.4,4,1.4,2539840,2539808,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,,0,-10,10,,,,,,,,,,,,,,,93.15366224733754,6.846337752662465,0.0,94.11344987513378,94.61979913916785,90.89906232763376,93.15366224733754,0.9526583870199365,312,298.6,27468920,12229568,1,0.9,2498888,2498852,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,,0,-10,10,,,,,,,,,,,,,,,84.88958990536278,15.110410094637224,0.0,85.67979477893466,92.08563087901395,71.6208133971292,84.88958990536277,0.8810979007623222,889,819,66535480,35849976.8,2,1.1,2633112,2607283.2,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,,0,-10,10,,,,,,,,,,,,,,,87.95,12.05,0.0,95.125,96.4512040557668,99.79699130706366,99.665,0.9861101902235854,1352,1203,137782072,89919746.4,7,6.4,2931160,2777609.6,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,,0,-10,10,,,,,,,,,,,,,,,89.92479555074588,10.07520444925412,0.0,90.52810144887232,89.1814147170018,90.66823748595853,89.92479555074588,0.8920850791358842,77857,33426.5,508606384,8811684,5,5,11367360,10504323.2,2,51,73001,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,,0,0,10,,,,,,,,,,,,,,,92.70931326434619,7.29068673565381,0.0,95.48192771084338,95.77039274924472,84.07643312101911,93.17968015051741,0.9254982328529002,63,55.8,11296008,11296002.4,1,0.1,11297504,11297472,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,,0,0,10,,,,,,,,,,,,,,,99.6517595307918,0.34824046920821117,0.0,99.63636363636364,99.51573849878935,99.93520518358532,99.87170087976538,0.9982538346084856,186,175,11296008,11294958.4,1,0.6,11300136,11299088,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,,0,0,10,,,,,,,,,,,,,,,92.97978700282547,7.020212997174527,0.0,94.03358342265095,94.40459110473458,90.78874793160507,92.97978700282547,0.9386920226231561,421,391,33887320,15814268.8,1,0.3,11299488,11299455.2,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,,0,0,10,,,,,,,,,,,,,,,85.0578338590957,14.94216614090431,0.0,85.74118710454957,92.30457346740188,71.69557416267942,85.0578338590957,0.8698502248206323,1082,1027.3,79072592,48557144.8,2,1.1,11310984,11307580.8,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,,0,0,10,,,,,,,,,,,,,,,87.98,12.02,0.0,96.6794380587484,95.94423320659062,99.86466087137578,99.71,0.9835345640261154,2015,1697.8,192017288,135543272.8,10,7.3,11311768,11310984,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,,0,0,10,,,,,,,,,,,,,,,89.88780975603073,10.11219024396926,0.0,90.41076880377463,89.24168538710208,90.53398723252691,89.88780975603073,0.8862797467155596,36020,30961.5,442478696,-20743313.6,6,5.4,13768632,13638688,2,51,73001,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,,0,2,10,,,,,,,,,,,,,,,92.2859830667921,7.714016933207902,0.0,93.0379746835443,97.70392749244714,74.3099787685775,92.5211665098777,0.9191775549868185,31,18,13868664,13794128,1,0.5,13862632,13788858.4,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,,0,2,10,,,,,,,,,,,,,,,95.61950146627566,4.3804985337243405,0.0,93.28449328449328,92.49394673123487,98.81209503239741,97.85557184750732,0.9784646138720524,134,113.1,13889824,13886822.4,2,1.7,13874504,13873427.2,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
