dataset,Ek,treeType,Pdisc,NumFolds,Ncentro,MS,SumStra,FinalClassif,Pconf,Pprun,PprunMaxBoxes,Pmerg,Pgrow,PprunDS,Etf,Esim,EuseSameRandomSamples,Eparallel,pctCorrect,pctIncorrect,pctUnclassified,precisionClass0,recallClass0,specificityClass0,accuracyClass0,ROCAUCClass0,classifierBuildTimeMax,classifierBuildTimeAvg,classifierBuildPeakMemUsageMax,classifierBuildPeakMemUsageAvg,classifierClassificationTimeMax,classifierClassificationTimeAvg,classifierClassificationPeakMemUsageMax,classifierClassificationPeakMemUsageAvg,numClasses,numAttributes,numInstances,conflictBoxes,mergedBoxesCount,cubesBuiltMax,cubesBuiltAvg,cubeCountRatioAfterMergingMax,cubeCountRatioAfterMergingAvg,cubeCompressionRatioMax,cubeCompressionRatioAvg,finalCubeCountMax,finalCubeCountAvg,cutBoxesAtBuildTreeMax,cutBoxesAtBuildTreeAvg,treeDepthMax,treeDepthAvg
5,1,2,-10,10,,,,,1,,,0,0,,0,,,0,92.09783631232361,7.902163687676388,0.0,94.10029498525073,96.37462235649546,78.76857749469215,92.47412982126059,0.9298285450381973,501,120.2,47094312,9232520,4,2.9,2530928,2530892,3,22,2126,0,0,48,41.4,-1,-1,-1,-1,48,41.4,0,0,16,12.9
8,1,2,-10,10,,,,,1,,,0,0,,0,,,0,99.79838709677419,0.20161290322580644,0.0,99.75816203143893,99.87893462469734,99.95680345572354,99.94501466275659,0.9989882020092146,223,138,123935712,75745005.6,10,3.5,1666872,496402.4,4,25,5456,0,0,22,21,-1,-1,-1,-1,22,21,0,0,11,10.6
9,1,2,-10,10,,,,,1,,,0,0,,0,,,0,93.15366224733754,6.846337752662465,0.0,94.11344987513378,94.61979913916785,90.89906232763376,93.15366224733754,0.9526583870199365,652,474.5,273424592,-209706644,2,1.3,303608,155368.8,2,58,4601,0,0,112,103.8,-1,-1,-1,-1,112,103.8,0,0,27,21
10,1,2,-10,10,,,,,1,,,0,0,,0,,,0,84.88958990536278,15.110410094637224,0.0,85.67979477893466,92.08563087901395,71.6208133971292,84.88958990536277,0.8810979007623222,1212,1125.8,250656712,-183155552.8,3,1.7,10801992,2413355.2,2,11,19020,0,0,253,221.7,-1,-1,-1,-1,253,221.7,0,0,20,18.1
0,1,2,-10,10,,,,,1,,,0,0,,0,,,0,87.95,12.05,0.0,95.125,96.4512040557668,99.79699130706366,99.665,0.9861101902235854,3395,2778,521651496,61149638.4,5,3.5,10072696,5420465.6,26,17,20000,0,0,1199,1171.7,-1,-1,-1,-1,1199,1171.7,0,0,25,23.5
5,4,2,-10,10,,,,,1,200,200,0,0,1,0,0,,0,87.25305738476011,12.746942615239886,0.0,90.25085518814139,95.64954682779457,63.69426751592356,88.5700846660395,0.8905722221153167,485,201.1,67992528,54727080,1,0.2,10052344,5817204,3,22,2126,5114,0,20,13.2,466,243.2666666667,-1,-1,200,200,0,0,17,13.2
8,4,2,-10,10,,,,,1,200,200,0,0,1,0,0,,0,82.20307917888563,17.79692082111437,0.0,73.98373983739837,99.15254237288136,93.77969762419006,94.59310850439883,0.9784931152239056,294,206.6,126102752,113465827.2,1,0.7,10055008,5818994.4,4,25,5456,2911,0,20,15.325,477,195.9,-1,-1,200,199.5,0,0,19,16
9,4,2,-10,10,,,,,1,200,200,0,0,1,0,0,,0,78.85242338622038,21.147576613779613,0.0,74.77477477477478,98.24246771879484,49.034749034749034,78.85242338622038,0.9068655478011903,4174,1972.8,600152728,-40570882.4,1,0.2,6849784,2739374.4,2,58,4601,26165,0,41,25.3,512,254.5333333333,-1,-1,200,200,0,0,22,15.7
10,4,2,-10,10,,,,,1,200,200,0,0,1,0,0,,0,76.08307045215562,23.916929547844376,0.0,86.91074646685004,74.30262731106066,79.36602870813397,76.08307045215562,0.8571421374566034,1678,1323.5,238060624,-204961960.8,3,1.8,6418568,4168226.4,2,11,19020,11841,0,104,72.45,165,109.4,-1,-1,200,200,0,0,17,14.7
0,4,2,-10,10,,,,,1,200,200,0,0,1,0,0,,0,27.35,72.65,0.0,41.32762312633833,24.461343472750315,98.5737337983447,95.65,0.7201608196191465,20485,16650.9,858379056,-30686244.8,4,3.1,6122240,4376281.6,26,17,20000,250925,0,385,361.45,50,34.8333333333,-1,-1,200,200,0,0,16,14.7
